lead_id,fecha_registro,canal,empresa_id,punto_venta_id,nombre_cliente,telefono,email,ciudad,modelo_interes_texto,estado_gestion,fecha_primer_contacto,campania,nombre_normalizado,telefono_normalizado,email_normalizado,ciudad_normalizada,canal_normalizado,estado_normalizado,fecha_registro_normalizada,fecha_primer_contacto_normalizada,modelo_texto_normalizado,source_row_number,motorcycle_sku,model_match_confidence,model_match_method,customer_key,customer_id,is_duplicate,duplicate_group_id,duplicate_confidence,duplicate_reason,precio_lista,initial_payment,payment_method,intent,main_objection,requested_appointment,requested_quote
LD-00012,18-08-2026,WHATSAPP,EMP-01,PV-005,María Fernanda Valencia Mosquera,573204225805,,Medellin,AKT EVO RS 150,sin gestion,,,maria fernanda valencia mosquera,573204225805,,medellin,whatsapp,sin gestion,2026-08-18 00:00:00,,akt evo rs 150,12,SKU-020,100.0,fuzzy,phone:573204225805,cabb9f59-d0b1-55d9-b4bf-4344f53001ea,False,,1.0,,7190000.0,,,,,False,False
LD-00013,19/08/2026 10:14,Meta Ads,EMP-03,PV-015,CARLOS MARIO RODRÍGUEZ ARIAS,3217385776,carlos.rodriguez19@gmail.com,SOACHA,bajaj discover 125,no contesta,20-08-2026,Feria de Motos 2026,carlos mario rodriguez arias,573217385776,carlos.rodriguez19@gmail.com,soacha,meta ads,no contesta,2026-08-19 10:14:00,2026-08-20 00:00:00,bajaj discover 125,13,SKU-012,100.0,fuzzy,phone:573217385776,81567f92-a058-5541-8125-d14c600526c6,False,,1.0,,6990000.0,13990000.0,credito,,cuota,False,True
LD-00014,2026-08-14 17:40:00,WhatsApp,EMP-02,PV-008,Jorge Iván Zapata Escobar,573112634024,jorge.zapata23@gmail.com,Cartagena de Indias,Honda XR 150L,no contesta,14/08/2026 18:40,Agosto Cero Cuotas,jorge ivan zapata escobar,573112634024,jorge.zapata23@gmail.com,cartagena de indias,whatsapp,no contesta,2026-08-14 17:40:00,2026-08-14 18:40:00,honda xr 150l,14,SKU-002,100.0,fuzzy,phone:573112634024,f0b84ef4-7578-5927-8082-30624fa8e002,False,,1.0,,11490000.0,,,,,False,False
LD-00015,14/08/2026 00:51,Meta Ads,EMP-03,PV-011,Luisa Betancur Torres,(322) 624-9985,,Bogota DC,Honda Navi,Sin gestión,,,luisa betancur torres,573226249985,,bogota dc,meta ads,sin gestion,2026-08-14 00:51:00,,honda navi,15,SKU-004,100.0,fuzzy,phone:573226249985,18aaf246-3b18-5058-9eeb-2b335677ff7e,True,18aaf246-3b18-5058-9eeb-2b335677ff7e,1.0,same_phone_or_email,7290000.0,,,,,False,False
LD-00016,2026-08-30T17:03:00,WHATSAPP,EMP-03,PV-012,Angie Paola Correa Cardona,+57 322 8246161,,BOGOTA,Hero,No contesta,31/08/2026 23:03,Feria de Motos 2026,angie paola correa cardona,573228246161,,bogota,whatsapp,no contesta,2026-08-30 17:03:00,2026-08-31 23:03:00,hero,16,,28.57142857142857,unmatched,phone:573228246161,e5a309cd-5efe-588f-b119-fa68eb052528,False,,1.0,,,,,,,False,False
LD-00017,2026-08-30T17:22:00,WhatsApp,EMP-02,PV-008,  Yuliana Muñoz Ramírez  ,3044030632,yuliana.munoz51@gmail.com,Cartagena de Indias,hero dash 110,Sin gestión,,Feria de Motos 2026,yuliana munoz ramirez,573044030632,yuliana.munoz51@gmail.com,cartagena de indias,whatsapp,sin gestion,2026-08-30 17:22:00,,hero dash 110,17,SKU-024,100.0,fuzzy,phone:573044030632,d62c7bbc-7ea6-5354-91c9-f69316d2ad0b,False,,1.0,,6290000.0,,,,,False,False
LD-00018,01-09-2026,FORMULARIO WEB,EMP-03,PV-013,  Édinson Arias Mosquera  ,573012885354,edinson.arias61@gmail.com,bogotá,Hero Hunk 160R 2026,Contactado,02-09-2026,Remate Modelos 2025,edinson arias mosquera,573012885354,edinson.arias61@gmail.com,bogota,formulario web,contactado,2026-09-01 00:00:00,2026-09-02 00:00:00,hero hunk 160r 2026,18,SKU-022,100.0,fuzzy,phone:573012885354,062adf80-9ba7-50af-aefa-f2339cf36ba6,False,,1.0,,10490000.0,7290000.0,credito,,soat,False,False
LD-00019,2026-08-08 11:57:00,Meta Ads,EMP-01,PV-004,BRAYAN MUÑOZ GÓMEZ,+57 318 5408260,brayan.munoz7@yahoo.es,Rio Negro,AKT,Cotización enviada,,Prima Extra,brayan munoz gomez,573185408260,brayan.munoz7@yahoo.es,rio negro,meta ads,cotizacion enviada,2026-08-08 11:57:00,,akt,19,,28.57142857142857,unmatched,phone:573185408260,cb01f998-dc90-5639-baca-98dbc69a45a4,False,,1.0,,,,,,,False,False
LD-00020,21/08/2026 09:30,WhatsApp,EMP-02,PV-010,KATHERINE ESCOBAR OSPINA, 3160941067 ,katherine.escobar5@hotmail.com,MONTERIA,Honda  XR 150L,Cotización enviada,08/21/2026 11:30,Remate Modelos 2025,katherine escobar ospina,573160941067,katherine.escobar5@hotmail.com,monteria,whatsapp,cotizacion enviada,2026-08-21 09:30:00,2026-08-21 11:30:00,honda xr 150l,20,SKU-002,100.0,fuzzy,phone:573160941067,08fd4888-76fd-5943-a556-a9bd0ee7971c,False,,1.0,,11490000.0,,credito,,soat,False,False
LD-00021,2026-08-16 10:07:00,WhatsApp,EMP-02,PV-009,Paula Andrea Valencia Gómez,+57 300 2659835,,SANTA MARTA,Suzuki GN 125,sin gestion,,Feria de Motos 2026,paula andrea valencia gomez,573002659835,,santa marta,whatsapp,sin gestion,2026-08-16 10:07:00,,suzuki gn 125,21,SKU-013,100.0,fuzzy,phone:573002659835,258d6b90-5a42-5c11-8923-39fd4cf764b9,False,,1.0,,7490000.0,,,,,False,False
LD-00022,2026-08-19 02:31:00,WhatsApp,EMP-01,PV-004,MÓNICA JIMÉNEZ OSORIO, 3142748306 ,,Rionegro,Bajaj,Cotización enviada,2026-08-21 02:31:00,Agosto Cero Cuotas,monica jimenez osorio,573142748306,,rionegro,whatsapp,cotizacion enviada,2026-08-19 02:31:00,2026-08-21 02:31:00,bajaj,22,,22.22222222222223,unmatched,phone:573142748306,3c5520d1-6f6c-5cc4-a0cb-3d000bc8b251,False,,1.0,,,7490000.0,credito,,cuota,False,True
LD-00023,06-09-2026,Formulario Web,EMP-01,PV-003,JORGE IVÁN RODRÍGUEZ ESCOBAR,3134849961,,BELLO,Suzuki Gixxer,Contactado,09/10/2026 20:14,Feria de Motos 2026,jorge ivan rodriguez escobar,573134849961,,bello,formulario web,contactado,2026-09-06 00:00:00,2026-10-09 20:14:00,suzuki gixxer,23,,75.0,unmatched,phone:573134849961,211ca057-717d-5390-b46e-3f9f09e9a458,False,,1.0,,,,,,,False,False
LD-00024,21/08/2026 23:32,Meta Ads,EMP-01,PV-003,  Alexander Salazar Herrera  ,(350) 007-2753,alexander.salazar79@yahoo.es,bello,Hero Dash 110,contactado,22-08-2026,,alexander salazar herrera,573500072753,alexander.salazar79@yahoo.es,bello,meta ads,contactado,2026-08-21 23:32:00,2026-08-22 00:00:00,hero dash 110,24,SKU-024,100.0,fuzzy,phone:573500072753,bbeabb87-0e1b-5b7a-a101-7eaa27ffeb57,False,,1.0,,6290000.0,7290000.0,credito,baja,precio,False,True
LD-00025,2026-08-16 20:42:00,Meta Ads,EMP-03,PV-015,Diana Carolina Quintero Castaño,+57 350 0345760,diana.quintero22@hotmail.com,,Suzuky Gixxer 150,contactado,08/20/2026 20:42,Feria de Motos 2026,diana carolina quintero castano,573500345760,diana.quintero22@hotmail.com,,meta ads,contactado,2026-08-16 20:42:00,2026-08-20 20:42:00,suzuky gixxer 150,25,SKU-014,100.0,fuzzy,phone:573500345760,b6c8df33-1b96-5d5a-bae4-c6c960954561,False,,1.0,,11990000.0,6290000.0,credito,,soat,False,False
LD-00026,2026-08-29 09:44:00,WhatsApp,EMP-03,PV-013,Katherine Cardona Arias,+57 317 6966302,,Bogota,Evo RS 150,No contesta,2026-08-29T21:44:00,Agosto Cero Cuotas,katherine cardona arias,573176966302,,bogota,whatsapp,no contesta,2026-08-29 09:44:00,2026-08-29 21:44:00,evo rs 150,26,SKU-020,100.0,exact,phone:573176966302,ff18b9af-113f-5a01-9a40-4562134ea5dd,False,,1.0,,7190000.0,5590000.0,credito,,soat,False,False
LD-00027,11/08/2026 20:26,Meta Ads,EMP-02,PV-006,Luisa Salazar Agudelo,3125573119,luisa.salazar93@gmail.com,Barranquilla,AKT Dynamic R3 125,En proceso,2026-08-13T20:26:00,,luisa salazar agudelo,573125573119,luisa.salazar93@gmail.com,barranquilla,meta ads,en proceso,2026-08-11 20:26:00,2026-08-13 20:26:00,akt dynamic r3 125,27,SKU-018,100.0,fuzzy,phone:573125573119,0266ec69-41f9-5159-b506-844fd2264a72,False,,1.0,,5590000.0,6590000.0,credito,,soat,False,False
LD-00028,09/08/2026 23:37,WhatsApp,EMP-03,PV-014,ALEXANDER ARIAS OSPINA,+57 302 2506559,,Bogota DC,Suzuky GN 125,sin gestion,,Remate Modelos 2025,alexander arias ospina,573022506559,,bogota dc,whatsapp,sin gestion,2026-08-09 23:37:00,,suzuky gn 125,28,SKU-013,100.0,fuzzy,phone:573022506559,8e543b9c-d49d-5c9d-883e-30cb8982750f,True,8e543b9c-d49d-5c9d-883e-30cb8982750f,1.0,same_phone_or_email,7490000.0,,,,,False,False
LD-00029,2026-08-10 16:39:00,WHATSAPP,EMP-03,PV-015,NELSON AGUDELO ARIAS,3059622427,nelson.agudelo30@yahoo.es,SOACHA,CB 190R,En proceso,11-08-2026,Feria de Motos 2026,nelson agudelo arias,573059622427,nelson.agudelo30@yahoo.es,soacha,whatsapp,en proceso,2026-08-10 16:39:00,2026-08-11 00:00:00,cb 190r,29,SKU-003,100.0,exact,phone:573059622427,297c783b-8182-51eb-a094-cde583c23a85,False,,1.0,,13990000.0,,,,,False,False
LD-00030,03/09/2026 11:21,WhatsApp,EMP-01,PV-003,  Angie Paola Castaño Agudelo  , 3167665975 ,angie.castano63@outlook.com,BELLO,akt dynamic r3 125,Contactado,2026-09-04 17:21:00,Retoma tu moto,angie paola castano agudelo,573167665975,angie.castano63@outlook.com,bello,whatsapp,contactado,2026-09-03 11:21:00,2026-09-04 17:21:00,akt dynamic r3 125,30,SKU-018,100.0,fuzzy,phone:573167665975,b023654e-3e74-5b53-97c8-88d0d06fa6b8,False,,1.0,,5590000.0,7490000.0,credito,,soat,False,False
LD-00031,2026-08-29 13:41:00,WhatsApp,EMP-01,PV-004,Luz Marina Torres Marín,(302) 164-2321,luz.torres73@hotmail.com,Rionegro,Bajaj,Sin gestión,,,luz marina torres marin,573021642321,luz.torres73@hotmail.com,rionegro,whatsapp,sin gestion,2026-08-29 13:41:00,,bajaj,31,,22.22222222222223,unmatched,phone:573021642321,c204fcdd-394e-5678-ac0c-1c4ec12b7972,False,,1.0,,,,,,,False,False
LD-00032,03/09/2026 08:17,whatsapp,EMP-02,PV-006,Liliana Escobar Castaño,573501478583,liliana.escobar85@hotmail.com,B/quilla,Hero Xpulse 200,En proceso,03-09-2026,Feria de Motos 2026,liliana escobar castano,573501478583,liliana.escobar85@hotmail.com,b/quilla,whatsapp,en proceso,2026-09-03 08:17:00,2026-09-03 00:00:00,hero xpulse 200,32,SKU-023,100.0,fuzzy,phone:573501478583,d3194374-5c72-5f04-af27-bc99ff7a3d4d,False,,1.0,,14990000.0,24900000.0,credito,media,cuota,False,True
LD-00033,2026-08-13 14:34:00,WhatsApp,EMP-03,PV-014,Édinson Muñoz Arias,321 523 2575,edinson.munoz54@yahoo.es,Bogota,Honda XR,En proceso,14/08/2026 20:34,,edinson munoz arias,573215232575,edinson.munoz54@yahoo.es,bogota,whatsapp,en proceso,2026-08-13 14:34:00,2026-08-14 20:34:00,honda xr,33,,44.44444444444444,unmatched,phone:573215232575,71207a14-37f2-5024-bda9-7ca73f378c51,False,,1.0,,,,,,,False,False
LD-00034,23-08-2026,WhatsApp,EMP-01,PV-004,Héctor Valencia Ospina,3176036920,,Rio Negro,Hero Dash 110,No contesta,2026-08-23T06:08:00,Retoma tu moto,hector valencia ospina,573176036920,,rio negro,whatsapp,no contesta,2026-08-23 00:00:00,2026-08-23 06:08:00,hero dash 110,34,SKU-024,100.0,fuzzy,phone:573176036920,cd327444-1d60-5e50-b379-8d3b5ac177a0,True,cd327444-1d60-5e50-b379-8d3b5ac177a0,1.0,same_phone_or_email,6290000.0,,credito,,soat,False,False
LD-00035,2026-08-27T11:58:00,WhatsApp,EMP-02,PV-006,Erika Castaño Mosquera,350-036-3406,,barranquilla,SUZUKI V-STROM 250,Contactado,28-08-2026,,erika castano mosquera,573500363406,,barranquilla,whatsapp,contactado,2026-08-27 11:58:00,2026-08-28 00:00:00,suzuki v-strom 250,35,SKU-015,100.0,fuzzy,phone:573500363406,cc619b27-c97c-50a2-833d-c076564cb67e,False,,1.0,,21900000.0,7290000.0,credito,,cuota,False,True
LD-00036,2026-08-04 12:22:00,Meta Ads,EMP-02,PV-007,Sandra Milena Herrera Bedoya,+57 310 8297516,sandra.herrera59@outlook.com,Soledad,Honda XR 150L 2026,Contactado,2026-08-07T12:22:00,,sandra milena herrera bedoya,573108297516,sandra.herrera59@outlook.com,soledad,meta ads,contactado,2026-08-04 12:22:00,2026-08-07 12:22:00,honda xr 150l 2026,36,SKU-002,100.0,fuzzy,phone:573108297516,1c233ab3-9dca-581e-ab29-2b681b2f93a3,False,,1.0,,11490000.0,,,,,False,False
LD-00037,2026-08-04 12:52:00,WhatsApp,EMP-02,PV-008,CRISTIAN CASTAÑO GIRALDO,310 498 3766,cristian.castano79@gmail.com,Cartagena,Suzuki V-Strom 250,no contesta,04/08/2026 18:52,Retoma tu moto,cristian castano giraldo,573104983766,cristian.castano79@gmail.com,cartagena,whatsapp,no contesta,2026-08-04 12:52:00,2026-08-04 18:52:00,suzuki v-strom 250,37,SKU-015,100.0,fuzzy,phone:573104983766,c5338a8b-0913-5150-9db1-a36f1fa73288,True,c5338a8b-0913-5150-9db1-a36f1fa73288,1.0,same_phone_or_email,21900000.0,11490000.0,credito,media,cuota,False,True
LD-00038,2026-09-01 00:27:00,Formulario Web,EMP-01,PV-002,Natalia Jiménez Marín,3511249372,natalia.jimenez82@gmail.com,Itagui,Honda Dio 110,Sin gestión,,,natalia jimenez marin,573511249372,natalia.jimenez82@gmail.com,itagui,formulario web,sin gestion,2026-09-01 00:27:00,,honda dio 110,38,SKU-005,100.0,fuzzy,phone:573511249372,07a96c19-853e-5086-b54a-2e8575a2348f,False,,1.0,,6890000.0,,,,,False,False
LD-00039,2026-09-06 22:09:00,WhatsApp,EMP-02,PV-009,YESENIA OSPINA CORREA, 3136365595 ,,Santa Marta,AKT,Sin gestión,,Prima Extra,yesenia ospina correa,573136365595,,santa marta,whatsapp,sin gestion,2026-09-06 22:09:00,,akt,39,,28.57142857142857,unmatched,phone:573136365595,93cd3522-a3f4-566f-a57a-1f28ceef0406,False,,1.0,,,,,,,False,False
LD-00040,14/08/2026 06:38,Meta Ads,EMP-01,PV-005,Brayan Rodríguez Marín,313-189-3884,brayan.rodriguez96@hotmail.com,Medellín,Suzuki Gixxer 150,contactado,15-08-2026,,brayan rodriguez marin,573131893884,brayan.rodriguez96@hotmail.com,medellin,meta ads,contactado,2026-08-14 06:38:00,2026-08-15 00:00:00,suzuki gixxer 150,40,SKU-014,100.0,fuzzy,phone:573131893884,27d02bed-ecc1-5922-8016-e926c4f6fd98,False,,1.0,,11990000.0,11990000.0,credito,,soat,False,False
LD-00041,24-08-2026,Formulario Web,EMP-02,PV-006,  Carlos Mario Ospina Gómez  ,3017052774,carlos.ospina64@hotmail.com,Barranquilla,Bajaj Pulsar NS 160,Sin gestión,,Retoma tu moto,carlos mario ospina gomez,573017052774,carlos.ospina64@hotmail.com,barranquilla,formulario web,sin gestion,2026-08-24 00:00:00,,bajaj pulsar ns 160,41,SKU-009,100.0,fuzzy,phone:573017052774,0c0587bb-9ce0-5c20-b144-5641b5809889,False,,1.0,,11290000.0,,,,,False,False
LD-00042,08/09/2026 19:56,WhatsApp,EMP-02,PV-006,Sebastián Quintero Gómez, 3169663345 ,,Barranquilla,Honda CB 190R,sin gestion,,,sebastian quintero gomez,573169663345,,barranquilla,whatsapp,sin gestion,2026-09-08 19:56:00,,honda cb 190r,42,SKU-003,100.0,fuzzy,phone:573169663345,614a991b-8130-55f3-a699-3b5b3b10059a,True,614a991b-8130-55f3-a699-3b5b3b10059a,1.0,same_phone_or_email,13990000.0,,,,,False,False
LD-00043,2026-08-23T20:53:00,Meta Ads,EMP-02,PV-009,Claudia Patricia Osorio Herrera,3512679038,,Santa Marta,Honda Dio 110,Cotización enviada,,Agosto Cero Cuotas,claudia patricia osorio herrera,573512679038,,santa marta,meta ads,cotizacion enviada,2026-08-23 20:53:00,,honda dio 110,43,SKU-005,100.0,fuzzy,phone:573512679038,59a3c8c4-9021-5a36-92bf-005d30c27340,False,,1.0,,6890000.0,,,,,False,False
LD-00044,09/08/2026 20:06,Formulario Web,EMP-03,PV-011,  Freddy Cardona Marín  ,3169738674,,,Bajaj Pulsar,Cotización enviada,2026-08-10 08:06:00,Feria de Motos 2026,freddy cardona marin,573169738674,,,formulario web,cotizacion enviada,2026-08-09 20:06:00,2026-08-10 08:06:00,bajaj pulsar,44,,66.66666666666666,unmatched,phone:573169738674,a516b66a-71af-5b0b-addd-c7331388f71b,False,,1.0,,,,credito,media,soat,False,False
LD-00045,2026-08-27 05:24:00,WhatsApp,EMP-01,PV-001,Kevin Mosquera Restrepo,573511448353,kevin.mosquera49@outlook.com,MEDELLIN,akt dynamic r3 125,Cotización enviada,27-08-2026,,kevin mosquera restrepo,573511448353,kevin.mosquera49@outlook.com,medellin,whatsapp,cotizacion enviada,2026-08-27 05:24:00,2026-08-27 00:00:00,akt dynamic r3 125,45,SKU-018,100.0,fuzzy,phone:573511448353,6c3ddd3f-2e92-560d-bd29-52f3ed760e0f,False,,1.0,,5590000.0,,credito,baja,precio,False,True
LD-00046,03-09-2026,WhatsApp,EMP-01,PV-002,  Sandra Milena Muñoz Salazar  ,320-637-4600,sandra.munoz72@hotmail.com,Itagui,AKT TTR 200,Contactado,03-09-2026,Agosto Cero Cuotas,sandra milena munoz salazar,573206374600,sandra.munoz72@hotmail.com,itagui,whatsapp,contactado,2026-09-03 00:00:00,2026-09-03 00:00:00,akt ttr 200,46,SKU-019,100.0,fuzzy,phone:573206374600,32f03782-c058-5e15-beed-44a253d2fe85,False,,1.0,,9890000.0,11990000.0,credito,media,soat,False,False
LD-00047,2026-08-21 01:24:00,WhatsApp,EMP-01,PV-002,Brayan Osorio Escobar,3127389848,,,Bajaj Boxer CT 100,No contesta,2026-08-23 01:24:00,,brayan osorio escobar,573127389848,,,whatsapp,no contesta,2026-08-21 01:24:00,2026-08-23 01:24:00,bajaj boxer ct 100,47,SKU-007,100.0,fuzzy,phone:573127389848,dc058538-4315-5f0c-bcba-776298fb6245,False,,1.0,,5790000.0,,,,,False,False
LD-00048,2026-08-31 14:04:00,Formulario Web,EMP-02,PV-008,DUVÁN MOSQUERA RODRÍGUEZ,3159155699,,Cartagena,Bajaj Boxer,Contactado,09/01/2026 08:04,Feria de Motos 2026,duvan mosquera rodriguez,573159155699,,cartagena,formulario web,contactado,2026-08-31 14:04:00,2026-01-09 08:04:00,bajaj boxer,48,,62.5,unmatched,phone:573159155699,1a07fbb6-d52d-5db1-8671-f0bbc0aef183,False,,1.0,,,,,,,False,False
LD-00049,2026-08-28 18:40:00,WhatsApp,EMP-02,PV-010,  Jorge Iván Bedoya Hernández  ,3059383218,jorge.bedoya49@outlook.com,MONTERIA,Bajaj Dominar 400,Sin gestión,,Agosto Cero Cuotas,jorge ivan bedoya hernandez,573059383218,jorge.bedoya49@outlook.com,monteria,whatsapp,sin gestion,2026-08-28 18:40:00,,bajaj dominar 400,49,SKU-011,100.0,fuzzy,phone:573059383218,7e7a356d-3811-521a-b455-a347a0e12bb4,False,,1.0,,24900000.0,,credito,,soat,False,False
LD-00050,09-08-2026,WhatsApp,EMP-02,PV-008,  Wilmar Torres Valencia  ,3015226877,wilmar.torres41@outlook.com,CARTAGENA,Hnda XR 150L,Cotización enviada,2026-08-10T00:53:00,,wilmar torres valencia,573015226877,wilmar.torres41@outlook.com,cartagena,whatsapp,cotizacion enviada,2026-08-09 00:00:00,2026-08-10 00:53:00,hnda xr 150l,50,SKU-002,100.0,fuzzy,phone:573015226877,2cd3f233-b031-5fb2-b496-917a2fcab6d0,False,,1.0,,11490000.0,,,,,False,False
LD-00051,08/12/2026 19:12,Formulario Web,EMP-02,PV-008,JULIÁN GIRALDO LONDOÑO,3007209329,,CARTAGENA,Bajaj Pulsar NS 160,no contesta,2026-08-13 19:12:00,Prima Extra,julian giraldo londono,573007209329,,cartagena,formulario web,no contesta,2026-12-08 19:12:00,2026-08-13 19:12:00,bajaj pulsar ns 160,51,SKU-009,100.0,fuzzy,phone:573007209329,a96d1196-9df8-5c02-8e6b-6e181845d576,False,,1.0,,11290000.0,,,,,False,False
LD-00052,2026-08-06 15:52:00,formulario web,EMP-01,PV-004,Y. Castaño Valencia,+57 300 2859667,,Rionegro,Bajaj Boxer CT 100,Descartado,08/07/2026 09:52,Retoma tu moto,y. castano valencia,573002859667,,rionegro,formulario web,descartado,2026-08-06 15:52:00,2026-07-08 09:52:00,bajaj boxer ct 100,52,SKU-007,100.0,fuzzy,phone:573002859667,e4c87b6f-9325-5e63-bea2-f901a139ce2f,True,e4c87b6f-9325-5e63-bea2-f901a139ce2f,1.0,same_phone_or_email,5790000.0,,credito,,soat,False,False
